ID,x,y,time_enter,time_exit,facility_visited,num_check_in
230498,0.02,2.16,31600,77720,33,26
1690685,0.86,0.75,32154,74848,38,10
1987241,-0.59,-1.07,32139,81417,40,15
1207988,-0.03,-1.28,32090,76759,45,18
956339,0.78,-0.35,31937,73878,38,14
909776,-0.54,0.3,29622,79662,36,16
821251,0.09,-0.69,31600,77617,40,34
452524,0.26,-1.9,30930,73363,42,20
821075,-0.8,2.1,29590,77946,36,47
386827,-0.64,-0.51,29168,78301,42,36
535082,0.29,-1.09,29958,76692,47,21
1598831,-0.01,-1.81,30016,77540,40,17
453840,2.81,1.27,35047,58888,34,11
1154872,-0.26,-1.84,31429,81486,41,27
1614660,1.05,-1.46,62210,83924,24,8
1083263,0.27,0.16,29751,73314,42,25
1874212,-0.06,-0.54,30777,78311,41,20
1508277,-0.71,-0.41,31784,79751,43,23
1961439,0.24,-1,31231,73610,41,16
146719,3.01,0.07,35761,58801,29,11
731282,-0.76,-1.08,31429,81485,40,14
350693,-0.41,-0.76,29581,77172,42,24
1504044,0.5,-1.32,29495,72810,41,26
1101472,-1.22,1.49,30775,81945,31,24
1939208,0.12,-0.66,29738,77440,39,17
275317,-0.54,1.26,29197,79959,42,31
731443,0.18,2.88,29467,73115,29,26
404212,0.1,-1,32005,76858,42,18
652484,-1.02,-1.67,29379,81511,42,19
1196426,-0.84,1.33,30140,80502,43,17
1324081,3.55,-1.15,35749,54856,16,9
923097,-0.83,0.28,34767,84354,48,24
1885933,0.05,0.67,30653,77345,36,35
1713332,-0.74,0.45,29765,79925,42,20
943291,-0.78,0.74,28973,81937,38,45
539156,-0.49,-1.34,29346,78390,42,30
229952,-0.18,-0.84,31593,78192,43,32
1522908,-1.02,-1.67,29379,81512,42,19
884977,0.4,-0.06,29495,72825,45,21
85750,-0.5,1.68,29590,77638,38,46
797317,0.09,-0.69,31600,77617,40,34
210814,-0.11,-0.24,29576,76056,36,19
1599181,0.28,-1.1,29596,73548,45,18
263011,1,-0.96,64457,84203,36,11
1756654,-0.46,-1.13,31429,81505,42,21
618278,-0.54,2.05,29363,78062,38,49
629470,0.21,-0.52,30904,74373,36,21
1594971,-0.77,0.04,31621,81553,43,23
247384,-0.27,-0.55,29182,77418,45,27
121066,-0.49,-1.35,29346,78391,42,30
868222,-0.71,-0.68,29097,81314,40,22
1660166,0.62,1.14,31890,72756,40,22
1513573,0.22,0.26,31977,74261,42,22
1646758,-0.76,0.34,34815,83962,41,23
1796195,-0.11,-0.23,29576,76056,38,19
440242,4.52,0.64,29318,47321,38,14
1846978,-0.85,0.39,32282,80655,35,38
2049974,4.52,0.36,30895,47334,16,1
984398,-0.19,-1.34,32329,78121,37,17
944133,-0.75,0.79,28875,80111,41,26
874070,0.57,-0.8,32082,74824,42,18
64694,-1,0.23,30775,82017,38,30
1065547,-0.56,-0.1,31077,78198,39,23
1341804,-1.02,-0.35,31394,80368,38,20
566662,-0.91,-0.08,32207,80528,41,25
57379,3.62,-0.24,34060,55329,34,11
1878687,-0.83,0.28,34767,84353,47,24
1288884,2.56,0.68,35635,61788,35,28
949503,0.56,1.9,30621,72559,37,35
752256,0.17,-0.7,31733,74010,33,15
1981182,0.46,0.03,31977,74259,45,25
1565339,-0.6,-0.07,30022,80411,41,25
1164505,-0.11,-0.4,30037,77769,37,22
1091841,0.82,-1.45,63585,84071,35,13
444761,0.04,0.66,29467,74477,33,27
1899383,-0.24,1.5,29876,78533,36,15
352434,0.21,1.7,31338,74175,31,40
959295,-0.31,1.9,31247,78528,38,24
2037299,0.77,0.21,30884,72900,35,11
1367258,-0.5,0,29516,77127,37,10
1046688,0.41,-0.71,30646,74706,36,15
969256,0.1,-1.8,31530,76557,40,19
1308356,0.78,-1.34,50036,80270,36,16
399477,-0.03,-0.95,28996,76358,44,17
151265,-1.01,-1.15,32799,83965,44,27
1775516,-0.7,-1.7,31429,81486,38,24
1692925,0.13,-0.31,31593,77954,41,22
657215,-0.65,-0.09,30775,81919,38,39
1562186,2.7,0.16,35863,59080,31,12
724670,0.66,1.44,30884,72530,37,28
1695941,4.1,-0.17,31130,48241,31,11
657863,1.25,0.99,58296,78791,12,2
1887790,-0.17,0.21,29749,77502,42,16
1731054,-0.59,1.01,29927,78389,38,27
168587,-1.08,1.27,30775,81730,36,40
1007694,-0.38,1.27,31315,78449,35,37
590966,-1.43,-0.7,29713,81489,35,17
48730,-0.47,1.99,29590,77920,38,43
1696430,0.27,0.16,29751,73314,43,25
628598,0.39,-0.35,31663,72834,44,17
1296115,-0.16,-1.32,31253,78131,42,12
827020,-0.08,-0.65,30912,78165,41,14
1233136,0.18,-0.61,31848,74202,40,17
1016471,-0.85,0.35,32098,80259,38,35
1446356,0.12,0.35,29467,72971,33,36
1684728,-0.39,0.74,29707,78462,47,20
1352405,4.34,0.48,30082,47594,30,14
1944495,0.39,0.54,31586,73145,39,37
1638566,0.38,0.53,31586,73144,38,37
1837225,0.7,0,29601,74118,46,29
637839,-0.3,1.07,30995,81955,31,12
888093,-0.14,-0.54,29576,76027,46,27
1262713,-0.85,-0.21,35655,83882,45,22
2090883,-0.42,-1.92,31849,76456,40,27
864973,-0.54,1.26,29197,79959,41,31
147024,3.5,0.49,34726,55023,27,6
1069549,-0.38,-0.35,30087,77841,38,16
1201599,0.08,-0.01,29060,77547,41,23
217385,0.26,-0.31,30136,78209,36,20
1065491,-1.01,-1.15,32799,83965,46,27
1141551,-1.4,0.47,30238,81445,34,23
1857726,3.54,-1.15,35749,54856,17,9
132087,0.77,-0.4,29295,73202,43,23
997940,0.14,-1.78,53533,83925,34,22
1970360,0.3,-0.18,29467,73203,39,23
986641,0.51,-0.07,30461,73268,39,18
912895,-0.85,-0.19,35655,83882,45,22
136693,4.1,-0.17,31130,48242,32,11
1012604,-0.57,0.54,30614,80856,39,21
1671980,-0.88,-0.17,29029,81290,40,13
1108472,0.23,-0.49,31247,78485,43,17
1736872,0.27,-0.98,31820,73549,37,15
557868,-0.62,-0.08,29818,80836,40,18
617800,0.07,0.19,29912,74842,39,20
325528,-0.98,-0.38,29379,81574,44,24
187130,-0.47,1.2,29183,80292,44,18
326279,-0.7,-0.94,30714,80788,43,19
1197119,0.06,-1.74,30987,72468,34,24
1909047,-0.84,2.41,30482,77652,37,49
1836265,-0.42,-0.76,29581,77172,40,24
24136,-1.01,-1.15,32799,83965,46,27
186682,-1.02,-1.16,32799,83965,45,27
645418,-0.7,-0.69,29648,81167,36,27
156422,0.57,0.21,31448,73798,37,10
749964,-0.75,-2.09,29223,82464,38,10
1525975,0.8,-0.2,31977,73819,39,19
848941,-0.83,0.28,34767,84354,48,24
558196,0.13,-1.94,29527,74312,37,18
1048262,0.14,-1.77,53533,83924,36,22
1295908,0.96,-0.63,29037,72756,40,14
183920,0.66,-0.2,31380,72651,41,16
1373261,-0.78,-0.58,31429,81625,43,21
1452427,-0.5,1.17,30923,79879,39,37
1604756,-0.11,-0.4,30037,77770,37,22
504450,0.1,1,31682,77197,34,23
1617541,0.47,0.1,29464,73248,38,17
1755533,-0.66,0.45,32207,80412,45,26
1034322,0.01,-0.11,30236,76600,43,19
1380475,0.54,-0.22,32260,73283,38,14
897257,-0.79,0.3,29197,80044,45,40
705492,0.6,-0.05,31012,73018,37,18
103653,0.56,0.2,31448,73798,36,10
338530,-0.24,1.47,29601,76573,37,34
1322472,2.3,0.34,32872,62420,38,21
2096715,1.04,-1.46,62210,83925,24,8
555649,-1.15,0.95,29060,81517,41,22
1031660,-0.28,-1.26,32053,77841,43,21
1182901,0.34,-0.42,31877,73179,28,17
979599,-0.23,-0.49,31613,77177,43,18
2072090,-0.89,-1.42,30920,81364,39,24
1982133,-0.8,1.14,29562,81468,41,45
242021,-0.52,-1.46,29751,80493,41,30
1943316,-0.46,1.2,30747,78144,38,24
171132,-0.96,0.8,31528,80845,37,61
1549439,-0.56,0.85,31600,77601,36,35
1838792,-0.81,-0.04,32207,80339,45,28
1984949,-0.4,-0.44,30565,78142,41,16
1525028,0.6,0.77,30884,73037,39,36
595511,-0.7,0.72,32024,81539,33,27
567828,0.08,0.19,29912,74842,41,20
180277,-0.7,-0.92,30832,81562,46,8
258535,-1.01,-1.16,32799,83964,46,27
977857,0.61,-0.27,30492,73053,40,16
1597320,-0.28,-0.1,31593,78219,32,25
1758493,0.62,-1.4,31987,73374,38,19
461178,0.02,-1.59,30892,79848,34,16
990811,-0.08,0.19,29156,77018,39,15
1143814,0.32,-1.81,52619,83441,41,25
1412235,0.91,1.14,58296,80940,19,2
900405,0.33,0.27,31237,74763,47,16
1996962,-1.01,1.51,29197,79768,38,36
1098136,0.08,0.8,30587,76594,37,17
1176667,0.01,0.76,30904,74434,36,25
412589,0.45,-1.27,48037,80045,38,20
735424,-0.89,0.74,30018,81361,41,45
881043,-0.75,0.78,29277,78059,37,22
992045,0.26,-0.92,29467,72958,41,25
462663,-0.1,-0.82,31600,77304,43,39
127569,-1.02,-1.16,32799,83965,45,27
1346967,0.13,-0.3,31593,77955,40,22
1154392,-1.23,0.08,32220,82545,38,23
206661,-0.83,0.28,34767,84354,49,24
423379,-0.2,-0.43,31531,80874,42,10
2060504,-0.73,-0.25,31236,80972,41,39
952202,0.27,-0.5,32139,73620,38,14
733140,-0.8,2.11,29590,77947,36,47
1061543,4.14,-0.08,30342,48785,30,12
560932,2.8,-0.04,34424,58875,39,15
531144,-0.44,-0.52,32123,78533,39,17
861665,4.03,0.11,31786,48357,30,9
1439498,-0.16,-0.21,32127,77834,44,24
98371,-0.85,-0.2,35655,83881,44,22
1030805,0.39,0.42,30006,73414,40,15
1339043,-0.39,-0.61,31975,77696,32,15
664389,0.66,1.5,30758,72952,37,37
1081674,-0.15,-0.05,32023,77850,37,15
119750,-0.18,-1.65,31975,78369,40,21
1329291,-0.65,0.45,32207,80411,46,26
1663413,-0.75,-0.1,32253,80282,38,17
1567292,-0.08,0.65,31272,77762,42,14
2006807,-0.2,-0.43,31531,80875,42,10
382206,0.3,-2.55,30535,75127,43,19
1977746,0.31,-0.07,31541,76368,41,15
1666210,-0.61,-0.46,32014,81752,38,20
1829621,-0.27,0.86,32027,77573,35,14
1245603,0.49,0.3,29649,73834,42,16
603629,-0.25,0.15,30058,77146,41,17
740577,0.3,-2.55,30535,75127,42,19
1611783,-1.19,1.93,29138,81854,34,27
1066834,1.21,0.39,30619,66280,34,13
1509307,0.53,0.55,29467,72981,38,24
670542,-0.89,0.58,31420,81298,36,45
386585,-0.04,1.02,29187,74173,35,20
389918,-0.55,-2.04,31238,79696,40,17
19843,0.62,1,29495,73014,38,11
1623035,0.52,0.54,29467,72981,37,24
175598,0.06,-1.72,30987,72468,34,24
922651,-0.63,0.04,29004,77710,43,19
1677597,-0.52,-0.2,30292,81129,42,19
1618056,0.66,-1.09,29495,72756,47,22
1221875,0.53,-1.66,47391,79941,39,16
523606,-0.11,-0.01,31600,77112,45,24
170430,-0.27,-1.57,30652,76380,36,23
1170377,-0.76,0.34,34815,83962,41,23
1700834,0.77,-0.4,29295,73203,42,23
1376643,2.92,-0.12,32733,58363,37,17
1141828,1.21,0.4,30619,66280,35,13
1931368,0,-0.98,32258,76296,37,23
1743013,-0.16,-1.68,31684,74456,36,21
2066972,-0.69,-0.67,29131,81120,45,21
917809,4.03,0.11,31786,48347,30,9
1871927,0.74,-1.06,32391,73808,41,15
1185012,-1.15,1.53,29067,81136,37,55
1389673,-0.83,-1.21,30756,79882,39,15
158275,-0.28,-0.11,29808,78064,38,26
1512997,-0.12,-0.39,31396,76964,42,17
2081562,0.23,-0.5,31247,78485,42,17
2039166,-0.07,0.59,31114,76897,35,16
969502,0.41,-0.71,30646,74707,37,15
1476568,-0.3,1.9,31247,78528,37,24
11459,1.21,0.39,30619,66280,34,13
444898,-0.71,0.47,30140,80264,37,35
1759759,-1.04,-0.95,31009,81997,40,21
135051,-0.06,-0.82,30433,73872,43,34
152338,-0.33,2.07,29590,78118,37,34
1846010,0.62,1,29495,73014,39,11
947320,0.18,2.87,29467,73115,29,26
883344,-0.47,-1.14,31429,81505,43,21
1932614,0.2,-0.52,30904,74373,37,21
810496,0.38,-1.19,31179,74552,37,18
1346148,-0.29,-0.37,29708,78009,43,19
1528279,3.62,-0.23,34060,55329,34,11
1645904,0.06,0.5,29712,74872,35,17
1897606,-0.89,-0.61,30781,81214,38,18
571672,3.62,-0.24,34060,55329,35,11
105331,-1.04,1.68,30366,81889,40,17
2080368,0.15,-0.54,29495,73200,40,22
277883,-0.63,0.04,29004,77711,43,19
1014505,-0.76,0.34,34815,83962,42,23
423283,-1.39,0.46,30238,81446,37,23
1932290,-1.18,0.25,29249,81579,42,22
766183,0.65,0.47,28854,72639,37,12
742713,3.54,-1.16,35749,54857,15,9
1368389,-1.25,-0.78,30775,81588,36,32
673451,0.13,1.34,30930,74733,35,39
518531,-0.31,1.96,31831,76731,36,41
205315,-0.47,1.19,29183,80292,43,18
1320644,-0.24,-0.77,30324,76376,37,15
1955205,-1.01,-1.14,32799,83965,45,27
327024,-0.54,1.25,29197,79959,43,31
1423904,0.5,-1.32,29495,72811,43,26
160360,-0.11,-0.71,28853,76566,42,10
480696,-0.76,-1.07,31429,81484,42,14
841552,0.55,1.27,29726,72718,35,35
1286480,-0.94,0.24,29474,80895,45,24
1987765,-1.11,-1.37,28870,81439,42,35
947258,0.3,-0.36,31724,77155,36,15
297504,-0.17,-1.33,31253,78131,41,12
10019,0.14,-0.61,29576,76389,39,28
810677,-0.85,1.31,32091,81271,35,16
1629621,-0.79,0.34,29323,81438,47,25
303603,-0.21,0.26,29958,76256,36,38
1946314,-0.9,-0.08,32207,80528,42,25
755509,3.39,-0.48,34992,55439,35,10
775678,-0.87,-0.53,32081,80269,45,23
1949435,-0.78,-0.59,31429,81624,43,21
1959437,0.02,-0.49,28878,73476,41,25
846519,2.36,0.26,34880,61007,27,11
1510830,0.23,-0.5,31247,78485,44,17
2089746,0.37,0.43,30653,73955,34,15
1029726,-0.31,1.9,31247,78527,36,24
1821975,-0.12,-0.81,31738,78370,41,17
69530,-0.93,-0.9,32042,81600,42,20
565351,-0.6,-1.09,32139,81416,38,15
500451,0.18,1.73,31479,74284,37,37
1715723,0.09,-1.94,28981,74584,45,22
162509,0.51,1.01,32260,73431,40,28
753790,-0.66,-0.1,30775,81919,38,39
1201815,-0.54,-1.81,29087,79848,49,22
392869,-0.66,-0.73,29590,77946,43,37
1970559,3.48,-0.62,35938,55027,28,12
1849728,0.36,-1.32,30845,72774,40,17
25883,0.2,-0.52,30904,74373,36,21
1006895,-0.76,0.34,34815,83963,41,23
1128580,0.18,2.87,29467,73115,30,26
1738264,0.04,-0.79,30491,78421,43,22
1794634,-0.36,1.45,29942,77331,36,47
746010,-0.17,1,31479,74619,43,25
1706569,2.74,-0.78,35509,59085,32,7
1764441,0.51,2.06,30062,72828,37,31
290404,-0.45,-0.53,32123,78533,39,17
656653,-0.76,-2.09,29223,82463,40,10
1776141,-0.91,0.4,31268,80484,42,17
1899557,0.35,1.34,29467,73324,37,30
332069,-0.49,0.64,31356,78020,40,16
1528090,0.09,1.15,30343,73268,33,35
1099386,0.53,-1.66,47391,79940,37,16
760596,0.15,-0.54,29495,73201,41,22
483295,1,-0.95,64457,84203,37,11
638964,0.34,0.24,30904,74276,42,24
80317,0.2,-0.84,31475,76525,43,19
308387,0.41,-0.58,49861,80216,41,20
211284,-1.02,-1.15,32799,83965,46,27
1182208,0.14,-0.16,31396,76890,37,22
936244,-0.21,0.26,29958,76256,37,38
1595784,-0.86,-0.62,29379,81511,44,29
651614,-0.2,0.31,30136,78326,40,35
963448,0.09,1.71,29976,73882,28,38
1129455,0.5,-1.33,29495,72810,42,26
108423,0.42,-0.7,30646,74706,36,15
437652,-0.21,0.26,29958,76257,39,38
1182572,-0.88,0.23,29366,79819,41,31
1849090,-0.25,-1.55,30652,76380,37,22
1090219,0.49,-0.45,31977,73986,33,18
636911,-0.8,0.29,29197,80045,42,40
380345,3.41,0.26,33926,54915,30,9
1741651,0.34,1.46,29932,72778,47,27
367517,-0.74,0.76,30453,78207,37,40
850324,0.35,1.41,30489,74707,41,12
107173,-0.01,1.75,32127,77523,39,37
1905468,0.61,-1.09,30822,73125,44,17
1174929,0.41,-1.51,32228,75118,32,15
87053,0.29,0.67,31176,73023,44,17
2050707,-0.63,-0.53,31651,80630,42,24
1542464,-0.25,0.14,30058,77146,40,17
813641,0.46,0.98,31710,72874,38,16
798854,-0.45,-0.87,30654,78061,43,39
1515466,-0.03,-0.59,30683,77702,44,18
642982,-0.18,-0.83,31593,78192,43,32
543168,-0.81,0.16,32207,80528,35,29
704004,-0.27,1.28,30432,76912,35,40
1555973,-0.73,-1.45,31615,80090,39,13
1181497,-0.01,-1.81,30016,77540,42,17
887960,-0.31,1.37,31875,80356,42,21
1513766,0.31,-1.81,52619,83442,41,25
856590,0.49,-0.45,31977,73986,34,18
916602,0.33,0.28,32173,74184,41,37
115573,-0.57,0.4,30745,81666,43,15
2075504,-0.83,-0.03,29340,81166,45,18
1372177,-0.59,-0.96,32207,80381,41,23
2083613,-1.05,0.7,29850,80983,37,51
11053,-0.89,-1.61,29610,78069,37,19
1593258,0.39,-0.38,28889,74828,42,16
1180901,-0.83,0.28,34767,84354,48,24
209832,-0.85,-0.2,35655,83881,44,22
569764,-0.83,-1.21,30756,79882,39,15
1835505,-0.82,2.37,30830,81119,31,43
1098358,-0.27,-0.1,31593,78219,33,25
365286,0.44,1.04,30771,73055,37,12
637018,-0.14,0.11,30506,77067,41,36
1358002,-0.68,0.11,32323,80544,44,23
1798127,-0.43,-1.61,30076,80621,40,14
310080,-0.89,2.41,31043,79993,36,45
744879,-1.06,0.12,30472,82045,43,28
2007219,-0.65,0.45,32207,80412,45,26
1063775,-0.48,-0.19,31247,78342,44,22
1783991,-0.47,1.29,29325,78041,44,25
1140789,-0.83,-0.65,31059,80982,43,32
267010,1,-0.95,64457,84202,37,11
1725069,0.81,0.04,30555,72748,40,15
1531161,0.04,-0.28,31859,76624,41,12
1081515,-0.66,0.71,32113,80798,37,1
832725,-0.82,-0.04,32343,81850,39,17
1357973,-0.8,2.11,29590,77946,36,47
1736603,0.65,-0.25,50936,80283,43,14
1806328,-0.78,-0.81,30798,80752,43,20
1499757,0.41,-0.71,30646,74706,36,15
896394,-0.1,0.39,30422,76998,40,21
563629,0.3,-0.18,29467,73203,39,23
793595,0.06,1.37,29202,76413,37,15
533015,-0.73,-1.45,31615,80090,37,13
683323,-0.45,0.77,32126,80136,49,20
983590,-0.94,-0.34,29976,81092,43,40
1248270,0.07,0.95,29467,73427,40,28
1713869,-0.95,0.24,29474,80894,44,24
1680353,-1,-0.79,29127,81723,41,20
1888873,-0.55,0.84,31911,80334,43,10
731228,0.58,1.04,32400,73338,33,28
995301,-0.49,0.29,31420,81468,39,26
1880304,-0.66,-1.3,29613,81862,43,23
396118,3.01,0.07,35761,58801,30,11
394459,-0.15,-2.27,30497,76655,45,25
1587254,0.57,1.03,32400,73339,33,28
1754702,-0.75,0.34,34815,83962,42,23
1197255,-0.33,-0.58,31590,76672,45,28
1730482,-0.45,0.11,30969,80120,43,19
626177,-1.22,1.49,30775,81945,34,24
1629394,-0.76,0.79,28875,80110,44,26
1823484,-0.32,1.96,31831,76725,35,41
1394918,-0.26,-1.84,31429,81486,42,27
500215,0.52,0.55,29467,72982,38,24
1497224,0.38,-1.38,29506,73661,44,17
370579,-0.64,0.44,29205,79953,37,16
1331654,0.12,0.67,30714,74485,38,16
1209628,-0.35,1.46,29942,77332,36,46
577528,-0.63,-0.97,32207,80416,44,23
258503,0.11,0.41,29264,73634,36,29
1739814,-0.38,0.79,30447,80707,44,13
379254,-0.31,0.48,31600,77363,46,32
699874,-0.91,-0.08,32207,80528,41,25
1461327,-0.95,0.57,32366,81447,42,45
1312277,0.13,-0.62,29576,76388,38,28
420345,0.18,1.72,31479,74284,37,37
193473,-0.07,1.18,29202,74196,38,26
1969647,0.14,-0.7,31280,75322,37,13
532424,0.23,1.41,31384,74793,34,23
1236441,-0.7,-0.95,30714,80788,42,19
1488905,-0.83,0.28,34767,84354,48,24
896487,-0.49,-0.21,30949,79832,41,17
217614,-1.02,-1.16,32799,83965,46,27
1942120,0.77,0.22,30884,72901,35,11
189670,-0.08,-2.14,31431,80240,37,9
1334972,0.74,-0.71,29467,73089,38,16
1060157,0.44,-0.85,30904,74320,40,22
1258137,0.58,-0.65,32215,72470,36,14
531042,3.12,0.1,33388,55605,32,14
896242,-0.81,0.11,30640,81625,34,13
1683856,-0.91,0.79,32070,80282,34,44
239133,0.66,1.44,30884,72530,39,28
999011,-0.85,1.3,32091,81271,34,16
1428652,0.27,0.08,28917,73616,43,18
266349,0.14,-0.62,29576,76388,39,28
227163,0.55,-0.22,32260,73284,40,14
110075,-0.37,-0.61,30661,81291,37,14
359044,3.01,0.07,35761,58800,30,11
919861,-0.91,1.29,32098,81198,40,55
1567047,-0.75,0.35,34815,83962,43,23
889064,-0.11,-0.02,31600,77111,44,24
248437,0.32,-1.81,52619,83442,43,25
750980,-0.65,0.45,32207,80412,45,26
2095583,0.3,-0.35,31724,77155,39,15
2028347,-0.64,1.14,30515,80325,35,50
1633558,-1.01,1.51,29197,79768,40,36
1813844,0.35,-1.41,48920,80017,37,16
1023008,0.31,0.26,30550,74551,31,12
1241725,0.22,0.26,31977,74261,42,22
2056082,0.61,1.44,32111,72369,36,39
1697086,-0.12,-0.54,30260,77068,45,16
1997596,0.5,2.53,29593,72496,35,42
1809880,-0.05,0.4,53101,84394,37,19
167470,0.26,-1.92,30930,73362,40,20
213290,0.26,-1.6,29176,73022,43,30
1217734,-0.14,-1.04,29800,77925,37,17
690597,0.61,0.75,31417,73251,36,35
1099345,-0.91,0.41,31268,80484,44,17
1264945,0.09,-0.01,31697,76261,34,14
1319112,3.62,-0.77,35133,55175,32,11
468242,-0.59,1.01,29927,78389,37,27
1954188,0.87,-1.2,64770,83933,37,19
1216465,-1.01,-1.15,32799,83965,46,27
454701,2.7,0.16,35863,59080,30,12
1660523,-0.07,1.01,32257,76700,39,34
19509,0.01,-0.13,30907,76097,44,20
73216,-0.97,2.33,28840,80789,35,46
130142,0.21,-0.39,30820,74624,37,15
1515197,-0.97,-0.45,29667,78468,42,20
1822171,-0.35,0.27,30683,77586,41,38
1371106,-1.02,-1.67,29379,81511,41,19
1201175,-0.31,1.91,31247,78528,38,24
1302430,0.29,-0.41,30845,73276,34,20
2084304,0.65,-0.26,50936,80283,43,14
245969,0.34,0.25,30904,74277,40,24
1668783,0.08,-0.35,31662,75956,39,34
572263,3.5,0.49,34726,55023,25,6
1822174,-1.01,-1.15,32799,83965,47,27
2012017,0.25,-1.62,29491,73566,44,20
1536714,-0.45,-2.18,30916,78135,41,22
579897,-0.06,-0.82,30433,73872,43,34
383251,-0.64,1.14,30515,80325,35,50
1444056,0.07,0.43,29986,74518,38,20
903769,-0.23,-1.05,28859,77857,41,21
292339,-0.05,-0.29,31969,77335,46,19
197158,-0.42,0.57,29395,77601,39,15
1922847,0.58,0.21,31448,73799,37,10
1822482,-0.03,-1.28,32090,76758,43,18
1988493,-0.73,-1.64,29310,78485,34,17
1195307,0.14,1.22,29984,74510,34,34
492974,-0.31,1.9,31247,78528,37,24
1556727,0.34,1.15,32383,74121,42,19
1691480,-0.07,1.01,32257,76701,39,34
474586,0.34,1.85,31234,73427,44,10
1901680,-0.86,-0.2,35655,83882,44,22
1695419,-0.47,-0.18,31247,78342,44,22
1753286,-0.95,0.57,32366,81446,41,45
13354,0,0.44,31384,74589,34,18
958886,0.16,0.34,32258,76661,39,33
744631,0.65,0.83,31862,74024,41,20
567024,2.98,-0.53,32838,58587,34,8
854341,-0.92,-0.56,31032,81927,38,37
2064523,-0.44,0.48,30482,77369,46,22
714380,-0.29,-1.19,31593,78369,45,20
819126,-0.56,-2.05,31238,79695,40,17
1635527,4.3,0.59,29816,47666,31,13
1627198,0.11,1.64,29187,74383,36,28
1158920,0.28,-0.92,30884,72565,42,26
1317574,-0.12,-0.02,29624,76462,39,41
618897,-0.29,-1.5,30859,80891,40,10
2042333,-0.12,-2.23,30497,76655,46,25
1595318,0.09,1.15,30343,73268,34,35
1561938,-0.77,-1.09,31429,81484,41,14
1221993,-0.6,0.12,29819,79865,37,23
1693514,-0.49,1.12,31460,77742,38,19
1320651,0.98,0.15,30603,72645,40,19
626699,-0.82,-1.54,30333,81705,46,15
2016150,0.41,-0.58,49861,80216,41,20
705064,0.37,1.13,29058,74140,43,16
1559270,-0.23,-0.48,32041,78642,36,12
48628,-0.81,-0.9,29379,81191,48,30
1172390,-0.86,-0.2,35655,83882,43,22
1196999,-0.74,-1.06,30187,80498,43,19
1035709,0.11,1,31682,77197,35,23
878407,0.17,-0.95,32379,74156,42,17
1243914,0.13,-1.94,29527,74313,38,18
1079396,-0.09,0.15,29576,76057,40,22
947796,0.38,-0.29,30814,74044,44,19
1873375,-0.47,1.98,29590,77920,36,43
784784,0.18,-0.61,31848,74202,40,17
741636,0.18,-0.3,30434,73697,39,21
499367,0.62,0.81,31977,73926,40,18
790661,-0.55,0.45,31429,81667,49,27
1320383,0.32,0.29,29716,72594,41,24
757027,0.43,0.45,30523,72997,40,22
398292,0.71,2.08,30884,72718,32,35
407458,-0.53,-1.47,29751,80492,42,30
1363727,0.19,-0.99,30277,73938,42,17
1815816,-0.14,-0.54,29576,76027,44,27
1882651,-0.37,-1.81,28951,80082,44,15
1088533,0.17,1.22,31501,73931,36,37
622205,0.45,-0.43,29717,73268,43,20
265272,-0.99,0.32,29379,81210,35,28
1335508,-0.15,0.72,30991,76540,41,19
1360635,2.34,1.41,35745,62309,35,22
1381453,-0.19,0.82,30912,78135,34,38
1539142,-0.61,-0.24,30576,77896,41,24
353418,4.53,0.83,30635,47801,35,18
1813380,0.32,1.81,29734,72974,35,30
918616,-0.86,-0.61,29379,81511,46,29
174727,0.32,0.79,30991,76840,31,16
2013273,-0.97,-0.38,29379,81574,43,24
1498976,0.3,-0.04,29730,74015,44,21
505852,-0.54,-1.19,31429,81688,43,11
255331,0.23,-1.01,32334,76281,40,21
1584066,0.58,-0.01,30904,74517,45,16
474236,0.53,1.1,30491,72335,36,25
1074829,-0.91,1.29,32098,81198,43,55
1883384,0.61,1.44,32111,72369,37,39
698132,0.64,-0.26,50936,80283,44,14
1484413,0.51,-0.26,29747,72805,42,22
1357174,-0.75,0.35,34815,83963,42,23
1049333,-1.03,-2.38,32157,81338,39,21
1679381,0.04,-0.12,30377,77442,49,20
1128912,-0.79,-1.14,31312,82331,36,13
278036,-0.72,-0.64,31011,82065,32,17
253140,-0.69,-2.43,31925,81034,42,14
787796,-0.59,-1.7,31593,77955,44,27
754085,-0.78,-0.59,31429,81625,43,21
252796,-0.46,-1.29,30640,80119,45,23
226280,-0.71,0.47,30140,80264,38,35
352736,-0.38,-1.48,32207,80352,42,22
264185,0.15,-0.9,32261,74164,45,26
992334,-0.7,-1.7,31429,81486,39,24
77124,-0.44,-0.52,32123,78533,37,17
123332,-0.69,-0.92,30832,81562,39,8
1236917,0.4,-1.52,32228,75119,33,15
1229505,0.46,0.98,31710,72874,39,16
371361,-0.89,-0.17,29029,81290,40,13
1757507,-0.75,-0.11,32253,80283,39,17
715390,-0.1,-0.83,31600,77303,42,39
289181,0.36,-0.51,29304,72858,36,21
467299,0.14,-0.55,29495,73200,41,22
164603,0.5,-1.33,29495,72811,41,26
433010,-0.72,0.73,29376,78946,41,17
1336232,-1.01,-1.36,29842,81273,41,12
1394838,-1,0.23,30775,82017,39,30
1381070,-1.2,1.94,29138,81854,33,27
1970184,0.2,-0.84,31475,76524,44,19
280592,-0.83,0.27,34767,84353,48,24
77985,2.51,1.2,34799,62032,40,28
1283210,-0.81,-0.05,32207,80340,43,28
